,Unnamed: 0,songname,count,songid
177416,177416,Start Me Up,15,s4238
177442,177442,Start Wearing Purple,12,s4239
177545,177545,Static,13,s4240
177588,177588,Statues,15,s4241
177621,177621,Stay,38,s4242
177647,177647,Stay Away,19,s4243
177670,177670,Stay Free,13,s4244
177715,177715,Stay Out Of Trouble,11,s4245
177736,177736,Stay With Me,25,s4246
177750,177750,Stay Young,10,s4247
177779,177779,Steady As She Goes,19,s4248
177795,177795,"Steady, As She Goes",11,s4249
177836,177836,Stealing Society,10,s4250
177848,177848,Steam Machine,12,s4251
177934,177934,Stella Was A Diver And She Was Always Down,20,s4252
177988,177988,"Step Into My Office, Baby",13,s4253
178056,178056,Steppin' Out,11,s4254
178226,178226,Sticks & Stones,12,s4255
178271,178271,Still,17,s4256
178348,178348,Still Ill,14,s4257
178353,178353,Still In Love,10,s4258
178369,178369,Still Life,16,s4259
178371,178371,Still Light,18,s4260
178380,178380,Still Loving You,12,s4261
178421,178421,Still Take You Home,18,s4262
178499,178499,Stinkfist,11,s4263
178511,178511,Stir It Up,10,s4264
178550,178550,Stockholm Syndrome,30,s4265
178626,178626,Stone Cold Crazy,10,s4266
178636,178636,Stone Free,12,s4267
178707,178707,Stop,33,s4268
178731,178731,Stop Breaking Down,10,s4269
178739,178739,Stop Crying Your Heart Out,14,s4270
178771,178771,Stop Me,10,s4271
178776,178776,Stop Me If You Think You'Ve Heard This One Before,14,s4272
178837,178837,Stop Whispering,19,s4273
178886,178886,Store Bought Bones,16,s4274
178905,178905,Storm,27,s4275
178918,178918,Storm Coming,11,s4276
178919,178919,Storm In A Teacup,12,s4277
178972,178972,Stormy Weather,24,s4278
179073,179073,Straight Outta Compton,11,s4279
179111,179111,Straight Up,10,s4280
179146,179146,Strange,24,s4281
179151,179151,Strange And Beautiful (I'Ll Put A Spell On You),10,s4282
179183,179183,Strange Days,19,s4283
179207,179207,Strange Fruit,12,s4284
179282,179282,Strangelove,14,s4285
179290,179290,Stranger,14,s4286
179321,179321,Strangers,34,s4287
179327,179327,Strangers In The Night,12,s4288
179329,179329,Strangers In The Wind,12,s4289
179355,179355,Strasbourg,12,s4290
179403,179403,Strawberry Fields Forever,22,s4291
179415,179415,Strawberry Swing,13,s4292
179440,179440,Streamline,12,s4293
179479,179479,Street Fighting Man,16,s4294
179521,179521,Street Spirit (Fade Out),23,s4295
179613,179613,Stress,12,s4296
179648,179648,Strict Machine,24,s4297
179748,179748,Strip My Mind,14,s4298
179761,179761,Stripped,16,s4299
179830,179830,Strong Enough,11,s4300
179833,179833,Stronger,27,s4301
179878,179878,Struggle,10,s4302
179899,179899,Strung Out Again,11,s4303
179957,179957,Stuck In The Middle With You,11,s4304
179975,179975,Stuck On You,13,s4305
180030,180030,Stumble And Fall,11,s4306
180035,180035,Stumbleine,11,s4307
180061,180061,Stuntman,11,s4308
180067,180067,Stupid And Shallow,12,s4309
180076,180076,Stupid Girl,25,s4310
180258,180258,Submarine,13,s4311
180268,180268,Submission,12,s4312
180296,180296,Substitute,18,s4313
180308,180308,Subterranean Homesick Alien,28,s4314
180309,180309,Subterranean Homesick Blues,16,s4315
180373,180373,Succexy,20,s4316
180406,180406,Such Great Heights,39,s4317
180432,180432,Suck My Kiss,10,s4318
180446,180446,Sucker,10,s4319
180488,180488,Suddenly,13,s4320
180493,180493,Suddenly Everything Has Changed,14,s4321
180494,180494,Suddenly I See,14,s4322
180522,180522,Suedehead,15,s4323
180533,180533,Suffer,11,s4324
180546,180546,Suffer Well,15,s4325
180567,180567,Suffragette City,24,s4326
180585,180585,Sugar,32,s4327
180688,180688,Sugarcube,10,s4328
180714,180714,Suggestions,10,s4329
180728,180728,Suicide,18,s4330
180781,180781,Suicide Underground,13,s4331
180920,180920,Sulk,18,s4332
180941,180941,Sultans Of Swing,13,s4333
180960,180960,Summer,27,s4334
181029,181029,Summer In The City,15,s4335
181081,181081,Summer Rain,15,s4336
181092,181092,Summer Skin,19,s4337
181139,181139,Summer'S Gone,13,s4338
181195,181195,Summertime,38,s4339
181241,181241,Sun,14,s4340
181277,181277,Sun Goes Down,10,s4341
181295,181295,Sun It Rises,15,s4342
181296,181296,Sun King,12,s4343
181351,181351,Sunburn,25,s4344
181368,181368,Sunday,39,s4345
181384,181384,Sunday Bloody Sunday,23,s4346
181402,181402,Sunday Morning,28,s4347
181458,181458,Sunflower,10,s4348
181495,181495,Sunny,13,s4349
181498,181498,Sunny Afternoon,10,s4350
181527,181527,Sunrise,45,s4351
181555,181555,Sunset,13,s4352
181601,181601,Sunshine,46,s4353
181612,181612,Sunshine And Clouds (And Everything Proud),14,s4354
181625,181625,Sunshine Of Your Love,16,s4355
181651,181651,Sunspots,11,s4356
181665,181665,Sunworshipper,10,s4357
181798,181798,Super Trouper,10,s4358
181841,181841,Superconnected,10,s4359
181856,181856,Superfly,10,s4360
181871,181871,Superheroes,20,s4361
181898,181898,Superman,22,s4362
181927,181927,Supermassive Black Hole,33,s4363
181951,181951,Supernaut,10,s4364
181952,181952,Supernova,11,s4365
181973,181973,Supersonic,19,s4366
181986,181986,Superstar,34,s4367
182004,182004,Superstition,16,s4368
182092,182092,Sur Le Fil,16,s4369
182133,182133,Surf Rider,12,s4370
182168,182168,Surfin' Usa,11,s4371
182175,182175,Surfing On A Rocket,11,s4372
182208,182208,Surrender,39,s4373
182238,182238,Survival,11,s4374
182247,182247,Survivalism,11,s4375
182304,182304,Suspended From Class,10,s4376
182321,182321,Suspicious Minds,11,s4377
182353,182353,Suzanne,12,s4378
182357,182357,Suzie,10,s4379
182403,182403,Svefn-G-Englar,19,s4380
182446,182446,Swallow,21,s4381
182465,182465,Swallowed In The Sea,15,s4382
182471,182471,Swamp,14,s4383
182480,182480,Swamp Song,13,s4384
182544,182544,Sway,33,s4385
182558,182558,Sweat,10,s4386
182601,182601,Sweet,18,s4387
182610,182610,Sweet Adeline,14,s4388
182624,182624,Sweet And Tender Hooligan,11,s4389
182651,182651,Sweet Child O' Mine,15,s4390
182674,182674,Sweet Dreams,24,s4391
182676,182676,Sweet Dreams (Are Made Of This),12,s4392
182715,182715,Sweet Home Alabama,14,s4393
182735,182735,Sweet Jane,15,s4394
182751,182751,Sweet Leaf,12,s4395
182757,182757,Sweet Life,10,s4396
182778,182778,Sweet Little Sixteen,10,s4397
182890,182890,Sweet Sweet,10,s4398
182910,182910,Sweet Thing,14,s4399
182972,182972,Sweetest Thing,11,s4400
182977,182977,Sweetheart,11,s4401
182985,182985,Sweetness,16,s4402
183017,183017,Swim,14,s4403
183023,183023,Swimmers,11,s4404
183024,183024,Swimming,10,s4405
183105,183105,Switch,11,s4406
183141,183141,Swollen Summer,12,s4407
183206,183206,Sylvia,11,s4408
183239,183239,Sympathy,19,s4409
183245,183245,Sympathy For The Devil,28,s4410
183327,183327,Symphony No. 2 - Scherzo,19,s4411
183562,183562,System,10,s4412
183665,183665,Sæglópur,12,s4413
183810,183810,TRUE,11,s4414
184003,184003,Tahiti,10,s4415
184030,184030,Tainted Love,28,s4416
184095,184095,Take A Bow,30,s4417
184105,184105,Take A Chance On Me,13,s4418
184154,184154,Take Care,19,s4419
184180,184180,Take Five,10,s4420
184200,184200,Take It As It Comes,10,s4421
184202,184202,Take It Back,14,s4422
184206,184206,Take It Easy,12,s4423
184207,184207,Take It Easy (Love Nothing),10,s4424
184222,184222,Take It Off,10,s4425
184226,184226,Take It Or Leave It,24,s4426
184249,184249,Take Me,10,s4427
184252,184252,Take Me Anywhere,11,s4428
184254,184254,Take Me Away,23,s4429
184266,184266,Take Me Back,11,s4430
184288,184288,Take Me Home,17,s4431
184309,184309,Take Me Out,38,s4432
184321,184321,Take Me Somewhere Nice,10,s4433
184338,184338,Take Me To The River,11,s4434
184348,184348,Take Me With You,11,s4435
184354,184354,Take My Breath Away,11,s4436
184383,184383,Take On Me,23,s4437
184499,184499,Take You On A Cruise,18,s4438
184511,184511,Take Your Mama,17,s4439
184526,184526,"Take, Take, Take",13,s4440
184612,184612,Takk...,12,s4441
184682,184682,Talisman,21,s4442
184683,184683,Talk,29,s4443
184741,184741,Talk To Me,12,s4444
184753,184753,Talk Tonight,10,s4445
184902,184902,Tame,17,s4446
184950,184950,Tangerine,16,s4447
184962,184962,Tangled Up In Plaid,14,s4448
185105,185105,Taper Jean Girl,10,s4449
185195,185195,Taste,13,s4450
185197,185197,Taste In Men,18,s4451
185202,185202,Taste Of Blood,10,s4452
185339,185339,Taxman,10,s4453
185345,185345,Taylor,11,s4454
185459,185459,Teachers,10,s4455
185476,185476,Team Handed,10,s4456
185478,185478,Team Mate,12,s4457
185483,185483,Tear,13,s4458
185497,185497,Tear In Your Hand,12,s4459
185515,185515,Tear You Apart,13,s4460
185519,185519,Teardrop,37,s4461
185551,185551,Tears,14,s4462
185564,185564,Tears And Rain,12,s4463
185576,185576,Tears Dry On Their Own,18,s4464
185589,185589,Tears In Heaven,10,s4465
185701,185701,Technologic,17,s4466
185749,185749,Teddy Picker,11,s4467
185762,185762,Teen Age Riot,11,s4468
185766,185766,Teen Angst,11,s4469
185788,185788,Teenage Angst,15,s4470
185816,185816,Teenage Kicks,22,s4471
185862,185862,Teenager,20,s4472
185868,185868,Teenagers,10,s4473
185907,185907,Teignmouth,10,s4474
185978,185978,Telephasic Workshop,11,s4475
186015,186015,Televators,11,s4476
186018,186018,Television,10,s4477
186024,186024,Television Rules The Nation,14,s4478
186049,186049,Tell Her Tonight,23,s4479
186052,186052,Tell It Like It Is,13,s4480
186064,186064,Tell Me,27,s4481
186078,186078,Tell Me Baby,14,s4482
186090,186090,Tell Me In The Morning,10,s4483
186145,186145,Tell Me Why,21,s4484
186170,186170,Tell The King,11,s4485
186292,186292,Temptation,29,s4486
186307,186307,Temptation Waits,10,s4487
186384,186384,Tender,14,s4488
186468,186468,Tension,12,s4489
186471,186471,Tension Head,10,s4490
186487,186487,Tentative,10,s4491
186587,186587,Terrapin,11,s4492
186598,186598,Terrible Angels,14,s4493
186602,186602,Terrible Lie,14,s4494
186616,186616,Territorial Pissings,20,s4495
186689,186689,Test Transmission,12,s4496
186713,186713,Testify,12,s4497
186853,186853,Thank You,37,s4498
186993,186993,That Girl,11,s4499
187023,187023,That Joke Isn'T Funny Anymore,18,s4500
187102,187102,That Time,10,s4501
187170,187170,That'S Entertainment,14,s4502
187198,187198,That'S Life,12,s4503
187219,187219,That'S Not My Name,23,s4504
187244,187244,That'S The Way,12,s4505
187352,187352,The 15Th,10,s4506
187502,187502,The Age Of The Understatement,10,s4507
187513,187513,The Air Near My Fingers,14,s4508
187576,187576,The Anchor Song,12,s4509
187620,187620,The Answer,18,s4510
187629,187629,The Anthem,10,s4511
187822,187822,The Bad Thing,10,s4512
187823,187823,The Bad Touch,11,s4513
187848,187848,The Ballad Of Chasey Lain,10,s4514
187866,187866,The Ballad Of John And Yoko,11,s4515
187877,187877,The Ballad Of Michael Valentine,13,s4516
187992,187992,The Battle Of Evermore,12,s4517
188014,188014,The Beach,10,s4518
188034,188034,The Beast,11,s4519
188078,188078,The Beautiful People,15,s4520
188086,188086,The Becoming,11,s4521
188115,188115,The Beginning Of The End,17,s4522
188141,188141,The Bends,22,s4523
188214,188214,The Big Fight,10,s4524
188245,188245,The Big Sleep,11,s4525
188259,188259,The Biggest Lie,10,s4526
188306,188306,The Bitter End,20,s4527
188370,188370,The Bleeding Heart Show,11,s4528
188397,188397,The Blood Is Love,14,s4529
188410,188410,The Blower'S Daughter,20,s4530
188413,188413,The Blowers Daughter,10,s4531
188439,188439,The Blues Are Still Blue,11,s4532
188480,188480,The Bomb,13,s4533
188494,188494,The Bones Of An Idol,10,s4534
188514,188514,The Book Of Right-On,13,s4535
188540,188540,The Box,10,s4536
188548,188548,The Boxer,18,s4537
188580,188580,The Boy With The Arab Strap,10,s4538
188585,188585,The Boy With The Thorn In His Side,24,s4539
188609,188609,The Boys Of Summer,10,s4540
188617,188617,The Brainwasher,11,s4541
188653,188653,The Bridge,14,s4542
188707,188707,The Bucket,13,s4543
188721,188721,The Bunker,10,s4544
188722,188722,The Bunting Song,11,s4545
188756,188756,The Cage,10,s4546
188809,188809,The Captain,19,s4547
188821,188821,The Card Cheat,11,s4548
188882,188882,The Cedar Room,11,s4549
188885,188885,The Celibate Life,14,s4550
188955,188955,The Chase,10,s4551
188983,188983,The Child Is Gone,11,s4552
189018,189018,The Christmas Song,17,s4553
189060,189060,The City,12,s4554
189067,189067,The City Is Here For You To Use,10,s4555
189078,189078,The Clap,10,s4556
189100,189100,The Clock,19,s4557
189110,189110,The Closest Thing To Crazy,14,s4558
189131,189131,The Coast Is Always Changing,14,s4559
189147,189147,The Cold Part,10,s4560
189159,189159,The Collector,16,s4561
189184,189184,The Comeback,12,s4562
189262,189262,The Cop,14,s4563
189326,189326,The Crawl,12,s4564
189408,189408,The Crystal Ship,18,s4565
189436,189436,The Curse,10,s4566
189488,189488,The Dance,11,s4567
189530,189530,The Dark Of The Matinée,22,s4568
189602,189602,The Day The World Went Away,16,s4569
189712,189712,The Delaney,10,s4570
189726,189726,The Denial Twist,17,s4571
189781,189781,The Devil,18,s4572
189902,189902,The Distance,11,s4573
189910,189910,The District Sleeps Alone Tonight,23,s4574
189991,189991,The Dope Show,15,s4575
190031,190031,The Dream,10,s4576
190093,190093,The Drugs Don'T Work,19,s4577
190117,190117,The Dull Flame Of Desire,10,s4578
190123,190123,The Dumbing Down Of Love,15,s4579
190265,190265,The End,43,s4580
190287,190287,The End Has No End,14,s4581
190331,190331,The End Of The World,14,s4582
190355,190355,The Enemy,13,s4583
190386,190386,The Eraser,20,s4584
190428,190428,The Evil That Men Do,12,s4585
190535,190535,The Fallen,28,s4586
190568,190568,The Fantasy,10,s4587
190603,190603,The Fear,18,s4588
190645,190645,The Fight Song,14,s4589
190660,190660,The Final Countdown,12,s4590
190729,190729,The First Five Times,12,s4591
190779,190779,The Fix,11,s4592
190812,190812,The Flood,12,s4593
190910,190910,The Fox,10,s4594
190916,190916,The Fragile,14,s4595
190918,190918,The Frail,11,s4596
190990,190990,The Funeral,19,s4597
191016,191016,The Future,18,s4598
191066,191066,The Game,19,s4599
191093,191093,The Garden,18,s4600
191163,191163,The Get Go,11,s4601
191168,191168,The Getaway,10,s4602
191193,191193,The Ghost Of You,12,s4603
191214,191214,The Gift,15,s4604
191307,191307,The Gloaming,13,s4605
191369,191369,The Golden Age,13,s4606
191413,191413,The Good Life,11,s4607
191415,191415,The Good Old Days,11,s4608
191431,191431,The Good Times Are Killing Me,12,s4609
191545,191545,The Great Escape,27,s4610
191555,191555,The Great Gig In The Sky,18,s4611
191570,191570,The Great Pretender,10,s4612
191598,191598,The Greatest,20,s4613
191666,191666,The Grudge,10,s4614
191701,191701,The Guns Of Brixton,19,s4615
191715,191715,The Ha Ha Wall,12,s4616
191733,191733,The Hand That Feeds,16,s4617
191749,191749,The Handshake,13,s4618
191752,191752,The Hanging Garden,11,s4619
191757,191757,The Happening,12,s4620
191759,191759,The Happiest Days Of Our Lives,15,s4621
191786,191786,The Harder They Come,10,s4622
191790,191790,The Hardest Button To Button,16,s4623
191796,191796,The Hardest Part,20,s4624
191838,191838,The Headmaster Ritual,10,s4625
191889,191889,The Heinrich Maneuver,17,s4626
191947,191947,The Hill,10,s4627
191980,191980,The Holiday Song,11,s4628
191981,191981,The Hollow,16,s4629
192129,192129,The Hunt,11,s4630
192217,192217,The Importance Of Being Idle,13,s4631
192343,192343,The Jean Genie,14,s4632
192348,192348,The Jessica Numbers,12,s4633
192377,192377,The Joker,12,s4634
192384,192384,The Journey,11,s4635
192448,192448,The Key,10,s4636
192484,192484,The Kill,26,s4637
192504,192504,The Killing Moon,29,s4638
192548,192548,The Kiss,24,s4639
192606,192606,The Lady Is A Tramp,10,s4640
192717,192717,The Last Hour,13,s4641
192728,192728,The Last Man,11,s4642
192748,192748,The Last One,10,s4643
192750,192750,The Last One Standing,13,s4644
192780,192780,The Last Song,16,s4645
192795,192795,The Last Time,29,s4646
192902,192902,The Letter,26,s4647
192945,192945,The Light,17,s4648
192978,192978,The Lighthouse,18,s4649
192993,192993,The Limit To Your Love,12,s4650
192997,192997,The Line,11,s4651
193022,193022,The List,15,s4652
193071,193071,The Logical Song,11,s4653
193100,193100,The Long And Winding Road,12,s4654
193143,193143,The Look Of Love,15,s4655
193152,193152,The Looks,11,s4656
193179,193179,The Lost Art Of Keeping A Secret,13,s4657
193203,193203,The Love Cats,10,s4658
193228,193228,The Love Song,10,s4659
193238,193238,The Lovecats,13,s4660
193331,193331,The Magic Position,12,s4661
193344,193344,The Magnificent Seven,13,s4662
193380,193380,The Man Comes Around,11,s4663
193386,193386,The Man I Love,10,s4664
193394,193394,The Man Of Metropolis Steals Our Hearts,15,s4665
193423,193423,The Man Who Sold The World,36,s4666
193426,193426,The Man Who Would Be King,12,s4667
193512,193512,The Masterplan,15,s4668
193587,193587,The Mercy Seat,11,s4669
193603,193603,The Message,14,s4670
193631,193631,The Middle,14,s4671
193735,193735,The Model,21,s4672
193739,193739,The Modern Age,14,s4673
193746,193746,The Modern Things,13,s4674
193755,193755,The Moment I Said It,12,s4675
193789,193789,The Moon,12,s4676
193875,193875,The Mountain,15,s4677
193912,193912,The Mule,10,s4678
193989,193989,The National Anthem,24,s4679
194037,194037,The New,19,s4680
194099,194099,The New Year,17,s4681
194103,194103,The News,11,s4682
194139,194139,The Night,18,s4683
194158,194158,The Night I Lost My Head,11,s4684
194240,194240,The Noose,15,s4685
194272,194272,The Number Of The Beast,15,s4686
194277,194277,The Nurse,14,s4687
194278,194278,The Nurse Who Loved Me,13,s4688
194296,194296,The Ocean,22,s4689
194374,194374,The One,25,s4690
194386,194386,The One I Love,20,s4691
194433,194433,The Only Difference Between Martyrdom And Suicide Is Press Coverage,20,s4692
194439,194439,The Only Living Boy In New York,12,s4693
194447,194447,The Only Moment We Were Alone,12,s4694
194449,194449,The Only One,23,s4695
194470,194470,The Only Time,11,s4696
194548,194548,The Other Side,23,s4697
194589,194589,The Outsider,12,s4698
194624,194624,The Pageant Of The Bizarre,12,s4699
194653,194653,The Park,13,s4700
194661,194661,The Party,13,s4701
194680,194680,The Passenger,25,s4702
194689,194689,The Past And Pending,14,s4703
194736,194736,The People,10,s4704
194757,194757,The Perfect Drug,12,s4705
194863,194863,The Pioneers,13,s4706
194896,194896,The Plan,15,s4707
194958,194958,The Police And The Private,13,s4708
194997,194997,The Pot,17,s4709
195003,195003,The Power,10,s4710
195008,195008,The Power Is On,16,s4711
195014,195014,The Power Of Love,16,s4712
195036,195036,The Prayer,18,s4713
195055,195055,The Predatory Wasp Of The Palisades Is Out To Get Us!,11,s4714
195076,195076,The Pretender,12,s4715
195096,195096,The Prime Time Of Your Life,12,s4716
195158,195158,The Promise,18,s4717
195215,195215,The Purple Bottle,10,s4718
195331,195331,The Rat,14,s4719
195374,195374,The Real Thing,21,s4720
195385,195385,The Reason,15,s4721
195574,195574,The Richest Man In Babylon,13,s4722
195583,195583,The Ride,12,s4723
195605,195605,The Right Profile,13,s4724
195631,195631,The Rip,20,s4725
195655,195655,The River,30,s4726
195681,195681,The Road,15,s4727
195717,195717,The Robots,11,s4728
195732,195732,The Rockafeller Skank,10,s4729
195841,195841,The Runner,10,s4730
195884,195884,The Saga,11,s4731
195914,195914,The Same Boy You'Ve Always Known,13,s4732
195919,195919,The Same Deep Water As You,13,s4733
195975,195975,The Scientist,33,s4734
195996,195996,The Sea,18,s4735
196079,196079,The Seeker,12,s4736
196081,196081,The Seer'S Tower,12,s4737
196239,196239,The Show Must Go On,21,s4738
196271,196271,The Sign,11,s4739
196362,196362,The Skin Of My Yellow Country Teeth,15,s4740
196374,196374,The Sky Is Fallin',14,s4741
196420,196420,The Small Print,15,s4742
196503,196503,The Song Remains The Same,10,s4743
196515,196515,The Songs That We Sing,10,s4744
196535,196535,The Sound,13,s4745
196566,196566,The Sound Of Settling,15,s4746
196568,196568,The Sound Of Silence,16,s4747
196616,196616,The Space Between,15,s4748
196730,196730,The Stars,12,s4749
196734,196734,The Stars Are Projectors,10,s4750
196810,196810,The Storm,14,s4751
196821,196821,The Story,15,s4752
196951,196951,The Sun,18,s4753
197068,197068,The Sweet Escape,10,s4754
197091,197091,The Sweets,12,s4755
197149,197149,"The Tallest Man, The Broadest Shoulders",10,s4756
197215,197215,The Test,14,s4757
197272,197272,The Things You Said,10,s4758
197314,197314,The Thrill Is Gone,11,s4759
197346,197346,The Time Is Now,16,s4760
197363,197363,The Times They Are A-Changin',12,s4761
197394,197394,The Tourist,29,s4762
197444,197444,The Trees,10,s4763
197463,197463,The Trickster,12,s4764
197477,197477,The Trooper,14,s4765
197501,197501,The Truth,14,s4766
197567,197567,The Twist,16,s4767
197638,197638,The Unforgiven,18,s4768
197639,197639,The Unforgiven Ii,10,s4769
197655,197655,The Union Forever,10,s4770
197656,197656,The Universal,11,s4771
197776,197776,The View,17,s4772
197780,197780,The View From The Afternoon,20,s4773
197833,197833,The Voice Within,10,s4774
197855,197855,The Wait,12,s4775
197879,197879,The Walk,21,s4776
197906,197906,The Wanderer,13,s4777
197941,197941,The Warning,26,s4778
197967,197967,The Water,13,s4779
197983,197983,The Way,13,s4780
198013,198013,The Way It Is,20,s4781
198052,198052,The Way We Get By,12,s4782
198084,198084,The Way Young Lovers Do,10,s4783
198132,198132,The Weight,10,s4784
198139,198139,The Weight Of The World,12,s4785
198148,198148,The Well And The Lighthouse,16,s4786
198243,198243,The Widow,15,s4787
198281,198281,The Wind,15,s4788
198287,198287,The Wind Cries Mary,14,s4789
198313,198313,The Winner Takes It All,13,s4790
198345,198345,The Wizard,18,s4791
198385,198385,The Word,14,s4792
198386,198386,The Word 'Hurricane',18,s4793
198406,198406,The World,11,s4794
198411,198411,The World At Large,14,s4795
198450,198450,The World Is Not Enough,13,s4796
198534,198534,The Wretched,11,s4797
198609,198609,The Youngest Was The Most Loved,10,s4798
198611,198611,The Youth,15,s4799
198617,198617,The Zephyr Song,14,s4800
198705,198705,Them Bones,12,s4801
198720,198720,Theme,15,s4802
198852,198852,Theme From To Kill A Dead Man,13,s4803
198989,198989,There Goes My Gun,10,s4804
198994,198994,There Goes The Fear,10,s4805
199007,199007,There Is A Light That Never Goes Out,24,s4806
199072,199072,There She Goes,18,s4807
199075,199075,There She Goes Again,12,s4808
199083,199083,There There,26,s4809
199147,199147,"There'S A Good Reason These Tables Are Numbered Honey, You Just Haven'T Thought Of It Yet",15,s4810
199202,199202,There'S More To Life Than This,13,s4811
199218,199218,There'S No Home For You Here,15,s4812
199295,199295,These Are The Fables,10,s4813
199320,199320,These Days,28,s4814
199363,199363,These Things,13,s4815
199391,199391,They,12,s4816
199438,199438,They Can'T Take That Away From Me,10,s4817
199744,199744,Think,12,s4818
199807,199807,Think Twice,10,s4819
199827,199827,Thinking About You,28,s4820
199842,199842,Thinking Of You,28,s4821
199905,199905,Thirteen,27,s4822
199955,199955,This Apparatus Must Be Unearthed,10,s4823
199974,199974,This Boy,27,s4824
199997,199997,This Charming Man,26,s4825
200009,200009,This Cocaine Makes Me Feel Like I'M On This Song,12,s4826
200035,200035,This Devil'S Workday,12,s4827
200055,200055,This Fine Social Scene,10,s4828
200056,200056,This Fire,29,s4829
200119,200119,This Is A Low,10,s4830
200162,200162,This Is Hardcore,11,s4831
200199,200199,This Is Love,17,s4832
200218,200218,This Is My Love,13,s4833
200241,200241,This Is Not A Love Song,21,s4834
200303,200303,This Is The Last Time,18,s4835
200306,200306,This Is The Life,12,s4836
200310,200310,This Is The New Shit,14,s4837
200315,200315,This Is The Place,11,s4838
200361,200361,This Is Your Life,15,s4839
200392,200392,This Life,14,s4840
200406,200406,This Love,32,s4841
200418,200418,This Lullaby,11,s4842
200433,200433,This Modern Love,22,s4843
200442,200442,"This Month, Day 10",14,s4844
200453,200453,This Must Be The Place (Naive Melody),10,s4845
200496,200496,This Picture,15,s4846
200505,200505,This Place Is A Prison,18,s4847
200513,200513,This Protector,10,s4848
200521,200521,This River Is Wild,17,s4849
200536,200536,This Scene Is Dead,18,s4850
200575,200575,This Time,26,s4851
200601,200601,This Town,16,s4852
200626,200626,This Velvet Glove,14,s4853
200635,200635,This Way,11,s4854
200661,200661,This World,19,s4855
200684,200684,This Years Love,10,s4856
200700,200700,Thomas,13,s4857
200719,200719,Thorn,10,s4858
200766,200766,Those Sweet Words,11,s4859
200772,200772,Those To Come,14,s4860
200773,200773,Those Were The Days,11,s4861
200814,200814,Thoughts Of A Dying Atheist,19,s4862
200855,200855,Threads,16,s4863
200870,200870,Three Changes,11,s4864
201058,201058,Thriller,15,s4865
201066,201066,Thrills,13,s4866
201191,201191,Throw It All Away,10,s4867
201313,201313,Thunder,15,s4868
201335,201335,Thunder Road,11,s4869
201363,201363,Thunderstruck,12,s4870
201369,201369,Thursday,18,s4871
201437,201437,Tick,13,s4872
201459,201459,Ticket To Ride,15,s4873
201541,201541,Tied Up Too Tight,16,s4874
201602,201602,Tiger Mountain Peasant Song,15,s4875
201637,201637,Tight Fit,10,s4876
201682,201682,Til Kingdom Come,13,s4877
201790,201790,Time,49,s4878
201821,201821,Time After Time,24,s4879
201832,201832,Time And Space,10,s4880
201837,201837,Time Awaits,14,s4881
201851,201851,Time Bomb,10,s4882
201884,201884,Time For Heroes,15,s4883
201910,201910,Time Has Told Me,11,s4884
201912,201912,Time Honoured Tradition,18,s4885
201938,201938,Time Is Running Out,30,s4886
201961,201961,Time Machine,12,s4887
201989,201989,Time Out From The World,14,s4888
202005,202005,Time Stands Still,13,s4889
202032,202032,Time To Dance,13,s4890
202039,202039,Time To Get Away,16,s4891
202063,202063,Time To Pretend,23,s4892
202107,202107,Time Will,11,s4893
202181,202181,Times Like These,20,s4894
202269,202269,Tiny Cities Made Of Ashes,11,s4895
202280,202280,Tiny Little Fractures,11,s4896
202295,202295,Tiny Vessels,13,s4897
202329,202329,Tiptoe,13,s4898
202340,202340,Tire Swing,12,s4899
202341,202341,Tired,17,s4900
202478,202478,Title And Registration,14,s4901
202487,202487,Title Track,10,s4902
202498,202498,Tits & Acid,10,s4903
202611,202611,To Be Alone With You,16,s4904
202614,202614,To Be Free,15,s4905
202669,202669,To Catch A Thief,10,s4906
202735,202735,To Here Knows When,13,s4907
202790,202790,To Love Somebody,11,s4908
202907,202907,To The End,19,s4909
202943,202943,To The Sea,11,s4910
203001,203001,To Your Love,10,s4911
203065,203065,Today,43,s4912
203159,203159,Together,36,s4913
203224,203224,Tokyo,13,s4914
203292,203292,Tom Sawyer,13,s4915
203341,203341,Tomblands,11,s4916
203343,203343,Tombstone,10,s4917
203372,203372,Tommy'S Disease,12,s4918
203379,203379,Tomorrow,37,s4919
203390,203390,Tomorrow Comes Today,18,s4920
203403,203403,Tomorrow Never Knows,15,s4921
203491,203491,Tonight,47,s4922
203558,203558,"Tonight, Tonight",14,s4923
203564,203564,Tonite,10,s4924
203638,203638,Too Drunk To Fuck,16,s4925
203665,203665,Too High,12,s4926
203678,203678,Too Late,26,s4927
203694,203694,Too Little Too Late,22,s4928
203696,203696,Too Long,15,s4929
203705,203705,Too Lost In You,10,s4930
203738,203738,Too Much,20,s4931
203759,203759,Too Much Love,19,s4932
203792,203792,Too Much Too Young,12,s4933
203831,203831,Too Young,14,s4934
203918,203918,Top Of The World,11,s4935
203990,203990,Torn,27,s4936
204035,204035,Torture,14,s4937
204044,204044,Torture Me,15,s4938
204086,204086,Total Eclipse Of The Heart,12,s4939
204143,204143,Totem On The Timeline,17,s4940
204167,204167,Touch,16,s4941
204181,204181,Touch Me,25,s4942
204225,204225,Touch Too Much,15,s4943
204244,204244,Touched,15,s4944
204316,204316,Tourette'S,12,s4945
204329,204329,Tourniquet,20,s4946
204345,204345,Tout Doucement,11,s4947
204428,204428,Township Rebellion,10,s4948
